"row","title","album","year","release_date","country","release_type","disc_number","track_number","format","length_ms","release_group","release_group_year","artist_credit","release_mbid"
"361","Love Story","Rêveries","1984","1984","AU","Album","1","13","CD","179693","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","beb76e4f-48a3-47f8-ac21-dac884130504"
"362","Moon River","Rêveries","1984","1984","FR","Album","1","14","CD","191866","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","5aea2df2-9278-45f2-b5c3-b372f5e60c1e"
"363","Moon River","Rêveries","1984","1984","AU","Album","1","14","CD","191773","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","beb76e4f-48a3-47f8-ac21-dac884130504"
"364","Sonate au Clair de Lune","Rêveries","1984","1984","FR","Album","1","15","CD","193266","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","5aea2df2-9278-45f2-b5c3-b372f5e60c1e"
"365","Sonate au Clair de lune","Rêveries","1984","1984","AU","Album","1","15","CD","193226","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","beb76e4f-48a3-47f8-ac21-dac884130504"
"366","La Mer","Rêveries","1984","1984","AU","Album","1","16","CD","192466","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","beb76e4f-48a3-47f8-ac21-dac884130504"
"367","La Mer","Rêveries","1984","1984","FR","Album","1","16","CD","192106","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","5aea2df2-9278-45f2-b5c3-b372f5e60c1e"
"368","Till","The Music Of Love","1984","1984","FR","Album","1","1","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"369","How Deep Is Your Love","The Music Of Love","1984","1984","FR","Album","1","2","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"370","Begin the Beguine","The Music Of Love","1984","1984","FR","Album","1","3","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"371","Hello","The Music Of Love","1984","1984","FR","Album","1","4","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"372","Only You","The Music Of Love","1984","1984","FR","Album","1","5","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"373","The Way We Were","The Music Of Love","1984","1984","FR","Album","1","6","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"374","Theme From the Thorn Birds","The Music Of Love","1984","1984","FR","Album","1","7","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"375","Memory","The Music Of Love","1984","1984","FR","Album","1","8","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"376","Stranger in Paradise","The Music Of Love","1984","1984","FR","Album","1","9","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"377","And I Love You So","The Music Of Love","1984","1984","FR","Album","1","10","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"378","As Time Goes By","The Music Of Love","1984","1984","FR","Album","1","11","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"379","Le Vrai Musique D'Lamour","The Music Of Love","1984","1984","FR","Album","1","12","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"380","Chariots of Fire","The Music Of Love","1984","1984","FR","Album","1","13","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"381","Shadow of Your Smile","The Music Of Love","1984","1984","FR","Album","1","14","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"382","Dolannes Melodoie","The Music Of Love","1984","1984","FR","Album","1","15","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"383","Blue Eyes","The Music Of Love","1984","1984","FR","Album","1","16","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"384","Yesterday","The Music Of Love","1984","1984","FR","Album","1","17","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"385","Flashdance... What Feeling","The Music Of Love","1984","1984","FR","Album","1","18","Cassette","","The Music Of Love","1984","Richard Clayderman","4d245dbf-3db3-4ec5-8549-962ba3592d3c"
"386","Dolannes Melodie","Träumereien","1984","1984","DE","Album","1","1","CD","203000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"387","Yesterday","Träumereien","1984","1984","DE","Album","1","2","CD","142000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"388","Liebestraum","Träumereien","1984","1984","DE","Album","1","3","CD","188000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"389","Don't Cry For Me Argentina","Träumereien","1984","1984","DE","Album","1","4","CD","188000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"390","Ode to Joy","Träumereien","1984","1984","DE","Album","1","5","CD","187000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"391","Für Elise","Träumereien","1984","1984","DE","Album","1","6","CD","144000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"392","Exodus","Träumereien","1984","1984","DE","Album","1","7","CD","175000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"393","Ballade pour Adeline","Träumereien","1984","1984","DE","Album","1","8","CD","155000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"394","Romeo & Julia","Träumereien","1984","1984","DE","Album","1","9","CD","138000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"395","Elisabeth-Serenade","Träumereien","1984","1984","DE","Album","1","10","CD","115000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"396","Bridge Over Troubled Water","Träumereien","1984","1984","DE","Album","1","11","CD","183000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"397","Barcarole","Träumereien","1984","1984","DE","Album","1","12","CD","177000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"398","Love Story","Träumereien","1984","1984","DE","Album","1","13","CD","177000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"399","Moon River","Träumereien","1984","1984","DE","Album","1","14","CD","189000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"400","Mondscheinsonate","Träumereien","1984","1984","DE","Album","1","15","CD","190000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"401","La mer","Träumereien","1984","1984","DE","Album","1","16","CD","191000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","aa0acdab-b969-41d5-a00e-a310b0ac7a76"
"402","Tristesse","Träumereien 2","1984","1984","DE","Album","1","1","CD","153000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"403","Plaisir d'amour","Träumereien 2","1984","1984","DE","Album","1","2","CD","159000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"404","Aline","Träumereien 2","1984","1984","DE","Album","1","3","CD","154000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"405","Schiwago-Melodie","Träumereien 2","1984","1984","DE","Album","1","4","CD","152000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"406","Feelings","Träumereien 2","1984","1984","DE","Album","1","5","CD","196000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"407","Let It Be","Träumereien 2","1984","1984","DE","Album","1","6","CD","219000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"408","Love Is Blue","Träumereien 2","1984","1984","DE","Album","1","7","CD","104000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"409","Vaya con dios","Träumereien 2","1984","1984","DE","Album","1","8","CD","108000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"410","Reise nach Venedig","Träumereien 2","1984","1984","DE","Album","1","9","CD","171000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"411","Ballade pour Adeline","Träumereien 2","1984","1984","DE","Album","1","10","CD","157000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"412","Strangers in the Night","Träumereien 2","1984","1984","DE","Album","1","11","CD","196000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"413","When a Man Loves a Woman","Träumereien 2","1984","1984","DE","Album","1","12","CD","166000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"414","The Sound of Silence","Träumereien 2","1984","1984","DE","Album","1","13","CD","208000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"415","Parlez-moi d'amour","Träumereien 2","1984","1984","DE","Album","1","14","CD","140000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"416","Jardin Secret","Träumereien 2","1984","1984","DE","Album","1","15","CD","134000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"417","Ave Maria","Träumereien 2","1984","1984","DE","Album","1","16","CD","163000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"418","Summertime","Träumereien 2","1984","1984","DE","Album","1","17","CD","156000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"419","La vraie musique de l'amour","Träumereien 2","1984","1984","DE","Album","1","18","CD","121000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"420","My Way","Träumereien 2","1984","1984","DE","Album","1","19","CD","228000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"421","Guten Abend, gute Nacht","Träumereien 2","1984","1984","DE","Album","1","20","CD","105000","Träumereien 2","1984","Richard Clayderman","8bd9185f-c451-47b6-927c-095eb5f500c5"
"422","Liebeslied","Träumereien 3","1984","1984","DE","Album","1","1","CD","152906","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"423","Zarte Rose","Träumereien 3","1984","1984","DE","Album","1","2","CD","174426","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"424","Rondo (Piano und Orchester)","Träumereien 3","1984","1984","DE","Album","1","3","CD","94600","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"425","Die Hoffnung","Träumereien 3","1984","1984","DE","Album","1","4","CD","195333","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"426","Vanessa","Träumereien 3","1984","1984","DE","Album","1","5","CD","139466","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"427","Zeitlos","Träumereien 3","1984","1984","DE","Album","1","6","CD","188400","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"428","Einsames Herz","Träumereien 3","1984","1984","DE","Album","1","7","CD","168733","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"429","Schattenspiele","Träumereien 3","1984","1984","DE","Album","1","8","CD","169040","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"430","Die blaue Stunde","Träumereien 3","1984","1984","DE","Album","1","9","CD","220360","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"431","Concerto","Träumereien 3","1984","1984","DE","Album","1","10","CD","224240","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"432","Liebesleid","Träumereien 3","1984","1984","DE","Album","1","11","CD","165800","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"433","Am Ufer des Flusses","Träumereien 3","1984","1984","DE","Album","1","12","CD","233893","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"434","Hochzeitsglocken","Träumereien 3","1984","1984","DE","Album","1","13","CD","162333","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"435","Erste Tränen","Träumereien 3","1984","1984","DE","Album","1","14","CD","200906","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"436","Der Ozean","Träumereien 3","1984","1984","DE","Album","1","15","CD","166533","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"437","Wiegenlied","Träumereien 3","1984","1984","DE","Album","1","16","CD","193133","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"438","Bilder aus der Kindheit","Träumereien 3","1984","1984","DE","Album","1","17","CD","169893","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"439","Sommertraum","Träumereien 3","1984","1984","DE","Album","1","18","CD","176906","Träumereien 3","1984","Richard Clayderman","d5872358-2825-4bcf-b61d-eaac0e038912"
"440","Woman in Love","Zeit zum Träumen","1984","1984","DE","Album","1","1","CD","149000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"441","I Have a Dream","Zeit zum Träumen","1984","1984","DE","Album","1","2","CD","190000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"442","Bright Eyes","Zeit zum Träumen","1984","1984","DE","Album","1","3","CD","175000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"443","Hey Jude","Zeit zum Träumen","1984","1984","DE","Album","1","4","CD","167000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"444","Bridge Over Troubled Water","Zeit zum Träumen","1984","1984","DE","Album","1","5","CD","186000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"445","Up Where We Belong","Zeit zum Träumen","1984","1984","DE","Album","1","6","CD","179000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"446","Juliet","Zeit zum Träumen","1984","1984","DE","Album","1","7","CD","192000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"447","Don't Cry for Me Argentina","Zeit zum Träumen","1984","1984","DE","Album","1","8","CD","159000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"448","Blue Eyes","Zeit zum Träumen","1984","1984","DE","Album","1","9","CD","185000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"449","The Most Beautiful Girl","Zeit zum Träumen","1984","1984","DE","Album","1","10","CD","157000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"450","Chariots of Fire","Zeit zum Träumen","1984","1984","DE","Album","1","11","CD","179000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"451","Flashdance... What a Feeling","Zeit zum Träumen","1984","1984","DE","Album","1","12","CD","159000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"452","Ebony and Ivory","Zeit zum Träumen","1984","1984","DE","Album","1","13","CD","166000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"453","Memory","Zeit zum Träumen","1984","1984","DE","Album","1","14","CD","186000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"454","Feelings","Zeit zum Träumen","1984","1984","DE","Album","1","15","CD","194000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"455","Only You","Zeit zum Träumen","1984","1984","DE","Album","1","16","CD","141000","Zeit zum Träumen","1984","Richard Clayderman","e49078c5-eaa8-48e1-9d64-00c48f9e1bc8"
"456","Blue Eyes","Zeit zum Träumen","1984","1984","DE","Album","1","B1","12"" Vinyl","185000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"457","Bridge Over Troubled Water","Zeit zum Träumen","1984","1984","DE","Album","1","A5","12"" Vinyl","186000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"458","Bright Eyes","Zeit zum Träumen","1984","1984","DE","Album","1","A3","12"" Vinyl","175000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"459","Chariots of Fire","Zeit zum Träumen","1984","1984","DE","Album","1","B3","12"" Vinyl","179000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"460","Don't Cry for Me Argentina","Zeit zum Träumen","1984","1984","DE","Album","1","A8","12"" Vinyl","159000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"461","Ebony and Ivory","Zeit zum Träumen","1984","1984","DE","Album","1","B5","12"" Vinyl","166000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"462","Feelings","Zeit zum Träumen","1984","1984","DE","Album","1","B7","12"" Vinyl","194000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"463","Flashdance... What a Feeling","Zeit zum Träumen","1984","1984","DE","Album","1","B4","12"" Vinyl","159000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"464","Hey Jude","Zeit zum Träumen","1984","1984","DE","Album","1","A4","12"" Vinyl","167000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"465","I Have a Dream","Zeit zum Träumen","1984","1984","DE","Album","1","A2","12"" Vinyl","190000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"466","Juliet","Zeit zum Träumen","1984","1984","DE","Album","1","A7","12"" Vinyl","191000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"467","Memory","Zeit zum Träumen","1984","1984","DE","Album","1","B6","12"" Vinyl","186000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"468","Only You","Zeit zum Träumen","1984","1984","DE","Album","1","B8","12"" Vinyl","141000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"469","The Most Beautiful Girl","Zeit zum Träumen","1984","1984","DE","Album","1","B2","12"" Vinyl","157000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"470","Up Where We Belong","Zeit zum Träumen","1984","1984","DE","Album","1","A6","12"" Vinyl","179000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"471","Woman in Love","Zeit zum Träumen","1984","1984","DE","Album","1","A1","12"" Vinyl","149000","Zeit zum Träumen","1984","Richard Clayderman","18c401ae-36c4-4c66-9a4b-8edb13f3d81c"
"472","White Christmas","A Romantic Christmas","1985","1985","US","Album","1","1","CD","159093","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"473","Rudolph, The Red-Nosed Reindeer","A Romantic Christmas","1985","1985","US","Album","1","2","CD","137973","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"474","Silver Bells","A Romantic Christmas","1985","1985","US","Album","1","3","CD","149826","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"475","The Little Drummer Boy","A Romantic Christmas","1985","1985","US","Album","1","4","CD","230266","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"476","Ave Maria (Gounod)","A Romantic Christmas","1985","1985","US","Album","1","5","CD","165506","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"477","Silent Night, Holy Night","A Romantic Christmas","1985","1985","US","Album","1","6","CD","126360","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"478","Jingle Bells","A Romantic Christmas","1985","1985","US","Album","1","7","CD","163533","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"479","O Tannenbaum","A Romantic Christmas","1985","1985","US","Album","1","8","CD","137400","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"480","Santa Claus Is Comin' To Town","A Romantic Christmas","1985","1985","US","Album","1","9","CD","151733","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"481","Christmas Concerto","A Romantic Christmas","1985","1985","US","Album","1","10","CD","219640","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"482","Largo","A Romantic Christmas","1985","1985","US","Album","1","11","CD","167226","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"483","Leise Rieselt Der Shnee","A Romantic Christmas","1985","1985","US","Album","1","12","CD","140173","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"484","Hymne A La Joie","A Romantic Christmas","1985","1985","US","Album","1","13","CD","193466","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"485","Jesu Joy Of Man's Desire","A Romantic Christmas","1985","1985","US","Album","1","14","CD","206200","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"486","Traumerei","A Romantic Christmas","1985","1985","US","Album","1","15","CD","255560","A Romantic Christmas","1985","Richard Clayderman","5d7c7e2d-88bf-42d5-b4b8-c1f10787cd89"
"487","Jingle Bells","Ein Weihnachtstraum","1985","1985","XG","EP","1","B2","7"" Vinyl","160000","Ein Weihnachtstraum","1985","Richard Clayderman","11ca3aaf-ca88-4a7c-a67f-00a044922c69"
"488","Leise rieselt der Schnee","Ein Weihnachtstraum","1985","1985","XG","EP","1","A1","7"" Vinyl","136000","Ein Weihnachtstraum","1985","Richard Clayderman","11ca3aaf-ca88-4a7c-a67f-00a044922c69"
"489","O Tannenbaum","Ein Weihnachtstraum","1985","1985","XG","EP","1","A2","7"" Vinyl","134000","Ein Weihnachtstraum","1985","Richard Clayderman","11ca3aaf-ca88-4a7c-a67f-00a044922c69"
"490","White Christmas","Ein Weihnachtstraum","1985","1985","XG","EP","1","B1","7"" Vinyl","160000","Ein Weihnachtstraum","1985","Richard Clayderman","11ca3aaf-ca88-4a7c-a67f-00a044922c69"
"491","'L' for Love (A Comme Amour)","Introducing Richard Clayderman","1985","1985","GB","Album","1","1","CD","199000","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"492","La Mer","Introducing Richard Clayderman","1985","1985","GB","Album","1","2","CD","197000","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"493","My Way","Introducing Richard Clayderman","1985","1985","GB","Album","1","3","CD","231493","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"494","Lyphard Melody","Introducing Richard Clayderman","1985","1985","GB","Album","1","4","CD","283000","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"495","Romantique Serenade","Introducing Richard Clayderman","1985","1985","GB","Album","1","5","CD","209000","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"496","Yesterday","Introducing Richard Clayderman","1985","1985","GB","Album","1","6","CD","145000","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"497","Tristesse","Introducing Richard Clayderman","1985","1985","GB","Album","1","7","CD","154333","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"498","Rhapsody in Blue","Introducing Richard Clayderman","1985","1985","GB","Album","1","8","CD","208000","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"499","Bach Gammon","Introducing Richard Clayderman","1985","1985","GB","Album","1","9","CD","168506","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"500","Sentimental Melody","Introducing Richard Clayderman","1985","1985","GB","Album","1","10","CD","301666","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"501","Ballad for Adeline","Introducing Richard Clayderman","1985","1985","GB","Album","1","11","CD","159000","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"502","'Love Theme' from Romeo & Juliet","Introducing Richard Clayderman","1985","1985","GB","Album","1","12","CD","143826","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"503","Don't Cry for Me Argentina","Introducing Richard Clayderman","1985","1985","GB","Album","1","13","CD","160333","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"504","Theme from 'Love Story'","Introducing Richard Clayderman","1985","1985","GB","Album","1","14","CD","183506","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
"505","Moon River","Introducing Richard Clayderman","1985","1985","GB","Album","1","15","CD","197000","Introducing Richard Clayderman","1985","Richard Clayderman","100545af-60bf-4dfc-8297-2b931adedbde"
